TeamID,OppID,Season,win,rating_diff,EBP_latest_diff,NOL_latest_diff,POM_latest_diff,POM_rolling_diff,NOL_rolling_diff,EBP_rolling_diff,count_reg_diff,mean_reg_diff,std_reg_diff,count_post_diff,mean_post_diff,std_post_diff,margin_mean_diff,margin_quant25_diff,margin_quant75_diff,FGM_mean_diff_diff,FGM_quant25_diff_diff,FGM_quant75_diff_diff,FGA_mean_diff_diff,FGA_quant25_diff_diff,FGA_quant75_diff_diff,FGM3_mean_diff_diff,FGM3_quant25_diff_diff,FGM3_quant75_diff_diff,FGA3_mean_diff_diff,FGA3_quant25_diff_diff,FGA3_quant75_diff_diff,FTM_mean_diff_diff,FTM_quant25_diff_diff,FTM_quant75_diff_diff,FTA_mean_diff_diff,FTA_quant25_diff_diff,FTA_quant75_diff_diff,OR_mean_diff_diff,OR_quant25_diff_diff,OR_quant75_diff_diff,DR_mean_diff_diff,DR_quant25_diff_diff,DR_quant75_diff_diff,Ast_mean_diff_diff,Ast_quant25_diff_diff,Ast_quant75_diff_diff,TO_mean_diff_diff,TO_quant25_diff_diff,TO_quant75_diff_diff,Stl_mean_diff_diff,Stl_quant25_diff_diff,Stl_quant75_diff_diff,Blk_mean_diff_diff,Blk_quant25_diff_diff,Blk_quant75_diff_diff,PF_mean_diff_diff,PF_quant25_diff_diff,PF_quant75_diff_diff
1211,1313,2021,True,19.89740447553848,-180,-146,-234,-217.4,-147.0,-166.2,457.0,0.3231945348080677,-0.14215656790580117,51.0,0.6078431372549019,0.4930894998901931,18.42857142857143,18.75,17.0,6.005494505494507,8.0,4.0,-1.448717948717949,1.25,-1.0,0.6996336996336989,1.0,3.0,3.485347985347989,4.0,3.25,5.717948717948721,5.75,7.75,7.923076923076922,8.5,10.25,1.562271062271063,-1.0,3.75,5.908424908424909,0.75,4.75,7.131868131868131,8.0,8.75,-0.4908424908424909,-1.0,0.25,1.3076923076923084,2.0,2.0,0.5329670329670328,0.0,1.0,-0.5311355311355315,0.0,0.0
1111,1313,2021,False,-3.943006203295058,-127,-93,-174,-153.0,-88.0,-109.0,-118.0,-0.06972171808832428,-0.0001387174894218468,0.0,0.0,0.0,-4.654761904761904,-4.25,-4.75,-4.821428571428569,-4.25,-7.0,-2.875000000000007,1.0,-2.0,1.1130952380952381,1.25,3.0,7.815476190476193,6.25,6.5,3.8750000000000018,0.75,8.25,6.041666666666668,2.75,10.75,0.6488095238095255,0.25,0.75,-3.18452380952381,-8.25,-5.0,-1.0059523809523796,0.0,1.25,0.13095238095238138,-1.0,-1.0,0.7083333333333339,1.75,0.75,-0.8035714285714293,-1.25,-1.0,-1.595238095238095,0.0,-4.0
1211,1166,2021,True,14.051303107565777,9,-2,9,5.600000000000001,4.200000000000003,10.200000000000001,68.0,0.24036095159967186,-0.13018191899344334,40.0,0.3351158645276292,0.025990133393279324,14.321428571428571,16.5,9.5,4.898351648351646,7.75,2.0,2.098901098901102,2.25,3.75,-1.6098901098901086,-0.75,-2.0,-3.752747252747252,-2.0,-5.0,6.134615384615385,6.75,6.0,6.5302197802197774,8.0,10.0,3.1098901098901077,0.0,6.0,4.956043956043956,5.75,5.0,3.703296703296701,3.25,3.75,-1.0741758241758248,-1.0,-2.75,0.9505494505494516,1.75,2.25,-0.6456043956043955,0.0,-1.0,-0.8763736263736259,0.0,0.0
1211,1417,2021,True,17.303060390352226,-87,-67,-74,-73.80000000000001,-54.6,-89.4,123.0,0.1653110207347157,-0.10717106765269546,34.0,0.25490196078431365,0.0004973168183041166,18.653846153846153,18.0,19.0,6.80769230769231,8.25,5.0,-0.1153846153846132,1.25,-1.0,1.5,1.0,1.0,2.73076923076923,5.0,2.25,3.5384615384615383,6.75,2.5,4.038461538461535,6.75,4.0,-1.0769230769230784,-2.25,-0.25,3.6538461538461533,5.5,4.0,5.384615384615383,4.25,6.25,-2.26923076923077,-2.0,-3.0,2.3076923076923084,2.0,2.0,0.0769230769230771,1.0,-0.25,-0.807692307692307,0.0,2.25
1104,1417,2021,False,7.362240380656206,-100,-69,-88,-87.60000000000001,-66.4,-104.4,-376.0,-0.0047982146178165985,0.002689634101371574,-12.0,0.047058823529411764,0.05513037443327723,5.453846153846155,6.25,8.75,0.9307692307692328,2.25,0.0,1.5666666666666629,2.0,1.0,5.705128205128204,4.25,4.0,13.335897435897433,14.5,13.0,-2.1128205128205124,-1.0,-3.25,-4.1846153846153875,-3.5,-4.25,-1.6820512820512823,-1.0,-2.0,-1.3974358974359014,0.75,-1.0,1.638461538461538,0.5,2.25,-0.930769230769231,-0.75,-3.0,0.6333333333333329,1.0,-1.0,-0.3846153846153846,1.0,-2.25,0.4615384615384617,0.0,4.5
1140,1417,2021,False,5.472279655269872,-88,-28,-77,-81.60000000000001,-30.200000000000003,-93.60000000000001,-395.0,-0.07555844853594529,0.024164050837403195,-17.0,-0.35294117647058826,-0.49259218307188896,4.373846153846155,6.25,8.0,1.7907692307692322,2.25,-1.0,-2.1600000000000037,-1.0,-1.0,2.798461538461538,3.0,2.0,5.7692307692307665,9.0,4.0,-2.006153846153847,1.0,-5.25,-4.204615384615387,-3.75,-6.25,-1.0353846153846158,-0.25,-3.0,3.8292307692307688,3.75,4.25,3.098461538461539,0.25,6.5,2.189230769230768,2.0,1.75,-1.92,-2.0,-4.0,0.9553846153846153,2.0,0.75,0.24153846153846104,0.0,2.25
1124,1437,2021,True,8.579819692844433,-15,-32,-19,-20.6,-43.00000000000001,-13.8,-258.0,-0.07043019102345094,0.02331308147410366,-23.0,-0.08771929824561397,0.03013854988809017,9.549242424242424,8.25,13.75,5.443181818181817,3.0,4.25,4.348484848484844,0.0,8.75,2.6022727272727284,2.75,4.0,2.0265151515151487,2.75,2.0,-3.9393939393939394,-4.0,-5.5,-3.8636363636363633,-4.0,-5.25,0.7234848484848504,0.75,1.5,2.1136363636363633,4.5,2.0,1.4393939393939394,1.75,1.5,-0.8484848484848477,-0.25,-1.5,1.5189393939393945,1.0,1.25,1.371212121212121,1.75,-0.5,0.7878787878787872,0.0,1.0
1124,1211,2021,True,-4.651105695073149,-5,11,-7,-6.000000000000002,-0.20000000000000284,-4.800000000000001,-125.0,-0.22848922788706016,0.12742280472467932,-32.0,-0.028895768833849256,0.014167773611594991,-5.041666666666668,-6.75,2.25,-1.4519230769230766,-5.0,-1.5,6.7820512820512775,1.75,10.0,3.413461538461539,3.75,3.75,6.746794871794869,5.0,6.5,-5.551282051282051,-6.5,-7.5,-7.423076923076922,-9.25,-11.25,1.0032051282051304,2.0,-0.25,-4.134615384615387,-3.25,-4.75,-2.179487179487177,-3.0,-1.25,-2.1282051282051277,-1.0,-3.5,0.4839743589743586,0.0,-0.75,-0.044871794871795156,0.0,-0.75,1.1025641025641018,0.0,-0.25
1425,1211,2021,False,-11.826485085907855,76,118,80,78.19999999999999,122.0,75.8,-370.0,-0.26598450346010527,0.13557158959978066,-44.0,-0.036414565826330514,0.04143298393465572,-13.344827586206897,-13.75,-10.0,-4.956233421750664,-8.0,-4.0,-2.539787798408497,-4.25,-1.0,-1.3580901856763923,0.0,-1.0,-1.927055702917773,-2.0,-2.25,-2.074270557029177,-3.75,-3.75,0.042440318302388036,-2.5,0.75,0.9960212201591512,2.0,0.25,-1.625994694960216,-3.75,-0.75,-5.639257294429708,-5.0,-5.75,3.6419098143236077,3.0,4.75,-2.9628647214854116,-3.0,-3.0,2.452254641909814,3.0,2.0,-0.16180371352785228,0.0,-2.0
1328,1211,2021,False,-15.681477779073933,14,32,17,9.799999999999997,24.0,11.399999999999999,291.0,-0.22864844050827882,0.12727936486336738,-11.0,-0.08284313725490189,0.012646825450621957,-17.48,-18.75,-18.0,-7.256923076923076,-9.0,-7.0,-0.684615384615384,-0.25,-1.0,-0.6215384615384618,0.0,-2.0,1.638461538461538,1.0,-2.25,-2.344615384615384,-4.75,-1.75,-3.0030769230769216,-5.5,-4.25,-0.9584615384615374,2.0,-4.75,-6.504615384615388,-6.75,-5.75,-5.406153846153845,-5.0,-5.75,0.33846153846153904,0.0,0.75,-0.5476923076923077,0.0,-1.0,0.43846153846153824,0.0,1.0,0.3292307692307683,0.0,-1.0
