TeamID,OppID,Season,win,rating_diff,EBP_latest_diff,NOL_latest_diff,POM_latest_diff,POM_rolling_diff,NOL_rolling_diff,EBP_rolling_diff,count_reg_diff,mean_reg_diff,std_reg_diff,count_post_diff,mean_post_diff,std_post_diff,margin_mean_diff,margin_quant25_diff,margin_quant75_diff,FGM_mean_diff_diff,FGM_quant25_diff_diff,FGM_quant75_diff_diff,FGA_mean_diff_diff,FGA_quant25_diff_diff,FGA_quant75_diff_diff,FGM3_mean_diff_diff,FGM3_quant25_diff_diff,FGM3_quant75_diff_diff,FGA3_mean_diff_diff,FGA3_quant25_diff_diff,FGA3_quant75_diff_diff,FTM_mean_diff_diff,FTM_quant25_diff_diff,FTM_quant75_diff_diff,FTA_mean_diff_diff,FTA_quant25_diff_diff,FTA_quant75_diff_diff,OR_mean_diff_diff,OR_quant25_diff_diff,OR_quant75_diff_diff,DR_mean_diff_diff,DR_quant25_diff_diff,DR_quant75_diff_diff,Ast_mean_diff_diff,Ast_quant25_diff_diff,Ast_quant75_diff_diff,TO_mean_diff_diff,TO_quant25_diff_diff,TO_quant75_diff_diff,Stl_mean_diff_diff,Stl_quant25_diff_diff,Stl_quant75_diff_diff,Blk_mean_diff_diff,Blk_quant25_diff_diff,Blk_quant75_diff_diff,PF_mean_diff_diff,PF_quant25_diff_diff,PF_quant75_diff_diff
1242,1320,2010,False,12.525165725847963,-112,-119,-106,-107.8,-124.8,-114.39999999999999,382.0,0.057680289963754516,-0.027187837553477368,33.0,0.7058823529411765,0.4624972900628803,8.939338235294116,5.75,9.5,4.1194852941176485,5.25,5.75,-2.588235294117652,-1.5,-1.75,0.09375,0.0,0.75,-2.766544117647058,-5.5,-3.25,0.6066176470588243,2.0,-1.5,1.830882352941174,1.25,0.25,-1.382352941176471,-1.0,-1.75,5.178308823529413,4.0,7.25,2.647058823529413,-0.5,2.25,0.5716911764705888,0.0,2.75,0.8768382352941178,-0.75,2.0,2.553308823529412,3.0,3.0,0.4650735294117645,0.5,0.25
1277,1320,2010,True,2.052763829704837,-110,-88,-101,-105.6,-105.19999999999999,-112.99999999999999,329.0,0.03528693528693527,-0.016080871685170195,41.0,0.7380952380952381,0.44500061986933037,-0.09375,-3.0,0.25,2.40625,3.25,4.75,-0.28125,0.25,0.75,-2.84375,-3.0,-2.5,-7.875,-8.75,-11.0,-2.0625,-0.75,-1.5,-0.46875,-2.0,1.0,1.9375,2.5,0.75,4.125,5.0,6.25,1.75,0.25,3.0,2.8125,1.0,4.0,-0.75,-1.0,-0.25,0.40625,0.0,0.25,2.28125,3.0,0.25
1424,1320,2010,False,0.4366925957102197,-59,-57,-46,-31.39999999999999,-42.0,-54.39999999999999,514.0,-0.054290674603174605,0.015295388185940784,24.0,0.56,0.5066228051190221,-0.25,-2.5,0.25,4.0625,6.0,4.75,4.28125,3.5,4.5,-0.0625,0.0,-0.25,1.125,1.0,-1.0,-8.3125,-6.75,-10.5,-10.71875,-10.75,-13.0,-2.53125,-2.25,-3.5,-1.125,-2.5,0.25,3.78125,3.5,3.5,-1.8125,-0.75,-1.75,1.71875,2.0,3.0,0.6875,1.0,0.25,5.5625,4.75,5.5
1181,1115,2010,True,21.38631826035398,-312,-309,-324,-324.20000000000005,-314.0,-309.2,732.0,0.345193171608266,-0.12017248615502962,92.0,0.7717391304347826,0.42201142814496134,16.545955882352942,21.5,12.5,3.086397058823529,3.75,1.75,2.825367647058819,3.0,0.75,4.674632352941176,3.0,5.75,8.056985294117649,8.0,10.0,5.698529411764705,6.5,4.0,5.7683823529411775,5.0,2.5,-0.5827205882352953,-3.5,-0.75,-0.13051470588235148,-1.25,2.0,2.0992647058823533,3.0,1.25,-6.488970588235295,-7.5,-6.25,2.709558823529412,1.25,1.0,1.261029411764706,1.0,0.25,-2.955882352941174,-3.75,-2.75
1457,1115,2010,False,0.1394189077468566,-184,-101,-168,-182.20000000000002,-114.60000000000002,-190.2,138.0,-0.018479033404406486,-0.0039919211062743876,2.0,0.0,0.0,0.9145833333333333,4.0,2.0,0.23541666666666572,1.0,-0.5,4.03125,5.0,-3.0,-0.5645833333333332,0.0,-1.75,-1.5312500000000018,-1.25,0.75,1.0083333333333346,0.5,-1.0,2.429166666666667,2.0,2.25,-0.33958333333333357,-2.75,0.25,-4.752083333333331,-5.5,-4.0,-2.145833333333332,-1.0,-3.0,-5.945833333333335,-6.0,-5.75,3.5958333333333323,3.25,3.0,1.0708333333333333,0.75,1.0,-0.75,-2.0,-2.25
1181,1124,2010,True,7.186838289210431,-5,-14,-5,-2.1999999999999993,-13.599999999999998,-4.0,570.0,0.30582809224318663,-0.11760038360029568,91.0,0.7717391304347826,0.42201142814496134,6.103415559772296,5.5,2.5,-0.07590132827324325,0.0,-1.5,7.665085388994299,8.75,7.0,3.447817836812144,2.5,3.75,7.894686907020873,6.0,8.75,2.807400379506639,2.75,3.25,3.2542694497153732,2.0,0.75,3.6299810246679307,1.25,4.5,-3.7504743833017073,-4.5,-2.0,2.1053130929791273,5.0,0.25,-5.579696394686907,-5.75,-6.25,1.356736242884251,0.5,0.0,-4.1280834914610995,-4.25,-6.75,-0.5607210626185939,0.25,-0.75
1388,1124,2010,False,-1.0174738636500944,2,-18,9,10.6,-9.599999999999998,2.3999999999999986,38.0,0.10801858893113647,-0.015459704039905098,1.0,0.0,0.0,2.3720430107526873,3.5,2.0,-1.3935483870967715,0.0,-0.75,1.6043010752688147,2.0,1.25,4.475268817204301,3.5,4.0,9.139784946236558,7.75,10.5,0.6838709677419335,0.5,-0.5,-0.4849462365591357,0.0,-1.0,0.10645161290322669,0.0,0.5,-2.1387096774193566,-1.75,-3.25,5.96021505376344,7.5,5.75,-1.4698924731182785,-1.0,-2.0,-0.7236559139784937,-1.5,-1.0,-1.6516129032258062,-2.25,-2.25,-0.08817204301075421,-0.75,0.0
1358,1124,2010,False,-7.382167432179896,160,84,137,159.4,100.80000000000001,179.8,94.0,0.08005572971090213,-0.009327853448360235,0.0,0.0,0.0,-2.5898617511520747,0.0,-2.0,-1.8721198156682028,-1.0,-2.25,5.478110599078342,4.25,7.0,2.4562211981566815,1.5,2.75,6.485023041474651,3.0,8.5,-1.3018433179723505,0.0,-4.25,-0.665898617511516,2.75,-3.5,2.1635944700460836,0.0,5.25,-5.374423963133641,-3.25,-5.25,1.943548387096774,3.0,1.25,-3.4746543778801833,-2.25,-3.0,0.8882488479262678,1.5,1.0,-5.380184331797235,-4.5,-7.0,-0.06912442396313168,0.0,-2.0
1181,1452,2010,True,5.959506195972958,-129,-123,-132,-127.79999999999998,-126.8,-131.4,48.0,0.0797504483342174,-0.054758094809589375,53.0,0.2076365663322185,-0.08034469395797966,7.08288770053476,5.5,2.0,0.7843137254901933,0.0,0.0,-1.7210338680926967,-2.25,-2.0,2.1907308377896606,3.0,2.75,1.7245989304812852,-1.0,3.25,3.3235294117647047,4.25,2.75,2.4634581105169353,2.0,0.25,-2.4188948306595375,-2.75,-3.0,1.482174688057043,0.0,3.0,-1.2700534759358284,-1.0,-1.75,-1.858288770053477,-3.75,-0.25,1.9803921568627452,1.0,1.0,-1.1007130124777182,-0.75,-2.75,1.369875222816404,1.25,1.25
1246,1452,2010,False,1.8149404206344197,-118,-117,-124,-117.79999999999998,-114.19999999999999,-120.4,-192.0,0.034943377112051754,-0.02111440654514496,-3.0,0.13034188034188032,-0.035179529951784305,4.788770053475936,4.0,2.0,1.2843137254901933,-1.25,2.75,-9.397504456327987,-10.5,-9.25,-2.1327985739750446,-0.75,-2.0,-7.657754010695186,-8.25,-8.75,4.352941176470589,6.0,1.75,7.198752228163993,8.0,5.5,-3.8012477718360067,-2.0,-6.0,4.805704099821746,4.25,4.0,-0.44652406417112367,-1.0,-0.25,2.2299465240641716,1.0,5.0,0.7450980392156863,1.0,0.75,2.6934046345811047,3.0,2.0,-2.1007130124777156,-2.0,-2.5
