TeamID,OppID,Season,win,rating_diff,EBP_latest_diff,NOL_latest_diff,POM_latest_diff,POM_rolling_diff,NOL_rolling_diff,EBP_rolling_diff,count_reg_diff,mean_reg_diff,std_reg_diff,count_post_diff,mean_post_diff,std_post_diff,margin_mean_diff,margin_quant25_diff,margin_quant75_diff,FGM_mean_diff_diff,FGM_quant25_diff_diff,FGM_quant75_diff_diff,FGA_mean_diff_diff,FGA_quant25_diff_diff,FGA_quant75_diff_diff,FGM3_mean_diff_diff,FGM3_quant25_diff_diff,FGM3_quant75_diff_diff,FGA3_mean_diff_diff,FGA3_quant25_diff_diff,FGA3_quant75_diff_diff,FTM_mean_diff_diff,FTM_quant25_diff_diff,FTM_quant75_diff_diff,FTA_mean_diff_diff,FTA_quant25_diff_diff,FTA_quant75_diff_diff,OR_mean_diff_diff,OR_quant25_diff_diff,OR_quant75_diff_diff,DR_mean_diff_diff,DR_quant25_diff_diff,DR_quant75_diff_diff,Ast_mean_diff_diff,Ast_quant25_diff_diff,Ast_quant75_diff_diff,TO_mean_diff_diff,TO_quant25_diff_diff,TO_quant75_diff_diff,Stl_mean_diff_diff,Stl_quant25_diff_diff,Stl_quant75_diff_diff,Blk_mean_diff_diff,Blk_quant25_diff_diff,Blk_quant75_diff_diff,PF_mean_diff_diff,PF_quant25_diff_diff,PF_quant75_diff_diff
1246,1235,2012,True,12.382252910516637,12,8,6,11.399999999999999,7.999999999999998,14.4,558.0,0.19081591639871387,-0.08356080312955688,45.0,0.7111111111111111,0.45836776730155243,11.207720588235293,15.0,11.5,6.2941176470588225,6.0,6.75,0.9044117647058769,2.0,2.0,-3.2867647058823533,-2.0,-4.0,-7.053308823529413,-8.0,-9.5,1.9062499999999982,0.25,3.0,1.1783088235294112,1.5,3.0,-1.0643382352941178,-1.25,0.0,3.6764705882352935,3.5,3.5,1.3272058823529402,0.25,1.75,-1.1856617647058822,-1.0,0.5,0.6985294117647056,2.0,0.0,5.751838235294118,5.0,6.0,-1.329044117647058,-2.25,-1.25
1246,1231,2012,True,6.339881037950269,-90,-78,-88,-75.80000000000001,-53.6,-82.2,230.0,0.1978312225211628,-0.08159489390544294,35.0,0.21111111111111114,-0.06867850939317749,5.949197860962567,8.0,5.0,3.0365418894830647,1.0,5.0,-0.18270944741533413,-1.0,2.5,-0.21479500891265602,0.0,0.0,0.5499108734402824,0.0,-0.75,0.09090909090909172,0.0,-0.25,1.6470588235294112,3.25,2.25,0.6809269162210345,0.75,2.0,2.191622103386809,2.75,1.75,-0.0837789661319075,0.25,-0.25,0.2887700534759361,-1.0,2.5,1.1568627450980395,3.0,0.0,6.137254901960784,5.0,7.0,-0.6140819964349369,-2.25,1.25
1246,1124,2012,True,9.476202647296097,6,-8,3,7.799999999999999,-1.0,7.0,334.0,0.2324825830653805,-0.0866914880949729,40.0,0.11111111111111116,-0.08935479020361375,8.676470588235293,7.0,9.0,3.097147950089127,2.0,3.0,-1.8190730837789744,-2.0,-0.5,-0.3663101604278083,0.0,-1.0,-1.4803921568627452,-4.0,-0.75,2.8484848484848477,1.0,4.75,5.0106951871657746,4.25,6.25,0.10516934046345838,-0.25,1.0,2.8582887700534734,1.75,4.75,1.0677361853832448,-0.75,2.75,-0.014260249554366666,-1.0,2.5,-0.024955436720143,1.0,-1.0,4.016042780748663,5.0,6.0,-2.553475935828878,-3.25,-3.75
1355,1124,2012,False,-1.7417815700691879,155,132,148,148.0,148.79999999999998,160.0,-82.0,-0.13460760517799358,-0.003801469411658265,-5.0,-0.6,-0.5477225575051662,0.75,-0.25,4.5,-1.5719696969696955,-1.0,-1.25,0.5890151515151487,1.25,1.0,2.045454545454545,3.0,1.75,3.947916666666668,2.0,7.25,1.8484848484848495,1.25,1.0,3.3011363636363633,3.75,1.0,0.35700757575757613,-0.25,2.0,-3.06818181818182,-4.0,-4.0,-0.13446969696969546,-1.0,1.0,-1.8910984848484844,-1.75,0.0,0.05776515151515138,0.75,0.75,-2.204545454545455,-1.0,0.0,-2.00568181818182,-1.0,-3.0
1246,1257,2012,True,8.513294779451027,-196,-229,-173,-161.0,-216.6,-189.6,-22.0,0.03456591639871387,-0.021895256414648956,-7.0,-0.01965811965811959,0.010480149421378149,10.019327731092435,8.5,9.5,2.9084033613445364,3.5,3.5,-2.7705882352941202,-1.0,-2.5,-0.25462184873949667,-1.5,0.5,-3.089915966386556,-3.0,-4.25,4.4571428571428555,2.0,7.25,6.10420168067227,6.25,8.25,0.5008403361344538,1.75,0.0,4.790756302521007,4.75,5.25,0.13613445378151035,0.25,-1.25,0.6705882352941188,-1.5,2.0,-0.9764705882352942,1.0,-3.0,4.0134453781512605,4.0,4.5,-2.563865546218487,-2.25,-3.25
1196,1257,2012,False,1.0589088944493756,-191,-228,-163,-153.8,-215.8,-185.0,-94.0,-0.050000000000000044,0.025325452324954367,-18.0,0.004524886877828149,-7.654236027515582e-05,2.5852813852813847,-3.5,5.5,-0.4614718614718605,0.5,-0.5,1.1393939393939476,1.0,1.0,3.3238095238095235,0.5,3.5,6.905627705627705,8.0,6.5,0.18441558441558392,-2.0,0.5,0.3662337662337656,0.0,0.0,0.7593073593073605,0.0,0.0,-0.6129870129870163,0.0,-1.5,0.007792207792206796,1.0,0.0,-0.8606060606060595,-4.5,0.5,-0.37575757575757596,-1.0,-1.0,-1.2147186147186142,0.0,-1.5,-0.9194805194805191,0.0,-1.5
1172,1257,2012,False,-2.130829870355228,-92,-107,-86,-64.0,-98.80000000000001,-70.0,-21.0,-0.1657303370786517,0.05989420177140442,-44.0,-0.3557692307692307,0.06966155162659138,1.7944700460829486,1.0,6.5,-0.14377880184331815,2.5,1.0,2.716129032258074,5.0,0.5,2.1410138248847925,0.0,4.0,6.347465437788019,6.0,6.5,-0.05898617511520854,-2.5,0.5,-2.542857142857141,-1.5,-3.0,2.7133640552995395,5.5,1.0,1.5658986175115217,3.5,1.0,0.4359447004608281,1.0,-2.0,0.9419354838709673,-0.5,1.5,-2.509677419354839,-1.0,-5.0,-1.5861751152073729,-1.0,-2.5,2.0101382488479267,3.0,-0.5
1326,1211,2012,True,6.645078130928331,42,59,41,41.8,59.199999999999996,42.8,-18.0,-0.032630890052355976,0.023458948601473406,0.0,0.12,-0.020004002802642862,4.93168880455408,-4.25,10.0,4.8481973434535135,5.5,3.5,8.784629981024665,9.25,9.75,-1.5341555977229602,0.75,-2.0,-1.538899430740038,1.25,-0.75,-3.2305502846299827,-2.0,-2.5,-3.5891840607210614,-4.25,-1.5,2.6821631878557888,2.0,3.0,-1.7865275142314978,-2.5,-3.5,2.430740037950665,1.0,3.5,-3.5787476280834927,-2.25,-4.75,2.6812144212523714,2.25,3.0,-0.42694497153700217,1.0,-2.0,3.22201138519924,2.25,3.5
1326,1153,2012,True,8.891484719575542,26,-11,15,27.199999999999996,18.799999999999997,32.400000000000006,104.0,0.15616407397642096,-0.06836443610516396,21.0,0.39,-0.010102051443364346,8.382352941176471,4.0,14.25,4.205882352941181,6.0,4.25,0.7647058823529349,-2.5,4.0,-2.8235294117647065,1.0,-5.0,-7.352941176470587,-2.5,-10.25,2.7941176470588225,2.25,2.0,2.852941176470587,2.5,4.5,2.2058823529411757,1.0,3.0,4.9999999999999964,3.0,5.0,4.529411764705882,4.0,5.0,0.14705882352941124,1.5,-0.25,-0.6470588235294112,-1.0,0.0,-1.0588235294117645,0.75,-2.75,-1.9411764705882337,-2.75,-2.0
1199,1153,2012,False,1.1394446995711736,45,26,32,44.599999999999994,39.599999999999994,51.0,420.0,-0.07715775803426028,0.012047451070190784,7.0,0.20454545454545453,0.02223296786709339,0.10071301247771824,-0.25,0.25,1.8190730837789673,4.0,2.25,-4.945632798573982,-4.75,-6.75,-1.858288770053476,-0.75,-4.0,-6.951871657754008,-5.25,-10.0,-1.6791443850267367,-0.75,-3.0,-3.1746880570409974,-4.25,-4.0,-2.04812834224599,-2.0,-2.0,5.266488413547236,4.0,7.0,1.5258467023172901,2.0,1.0,4.530303030303031,5.75,4.0,-2.8199643493761126,-2.25,-3.0,1.2566844919786102,2.75,0.25,0.6559714795008933,-2.0,1.0
